"categoria","N","prop","dep_adm1","prov_adm2","dist_adm3"
"De 25 a 29 ",2691,0.0829429170262606,"san martin","mariscal caceres","juanjui"
"De 30 a 34 ",2510,0.0773640734804586,"san martin","mariscal caceres","juanjui"
"De 35 a 39 ",2314,0.0713228948341758,"san martin","mariscal caceres","juanjui"
"De 40 a 44 ",2136,0.06583651830847,"san martin","mariscal caceres","juanjui"
"De 45 a 49 ",1902,0.058624090740969,"san martin","mariscal caceres","juanjui"
"De 50 a 54 ",1781,0.0548945875970904,"san martin","mariscal caceres","juanjui"
"De 55 a 59 ",1376,0.042411539884108,"san martin","mariscal caceres","juanjui"
"De 60 a 64 ",1065,0.0328257921341388,"san martin","mariscal caceres","juanjui"
"De 65 a 69 ",649,0.0200036986808038,"san martin","mariscal caceres","juanjui"
"De 70 a 74 ",569,0.0175379114782394,"san martin","mariscal caceres","juanjui"
"De 75 a 79 ",395,0.0121748243126618,"san martin","mariscal caceres","juanjui"
"De 80 a 84 ",279,0.00859943286894341,"san martin","mariscal caceres","juanjui"
"De 85 a 89 ",138,0.00425348292442362,"san martin","mariscal caceres","juanjui"
"De 90 a 94 ",55,0.00169522870176304,"san martin","mariscal caceres","juanjui"
"De 95 a más",18,0.000554802120576994,"san martin","mariscal caceres","juanjui"
"De 0  a 4 ",1455,0.114521841794569,"san martin","mariscal caceres","campanilla"
"De 5  a 9 ",1599,0.125855962219599,"san martin","mariscal caceres","campanilla"
"De 10 a 14 ",1455,0.114521841794569,"san martin","mariscal caceres","campanilla"
"De 15 a 19 ",1054,0.0829594647776466,"san martin","mariscal caceres","campanilla"
"De 20 a 24 ",943,0.0742227469500197,"san martin","mariscal caceres","campanilla"
"De 25 a 29 ",1073,0.0844549390003935,"san martin","mariscal caceres","campanilla"
"De 30 a 34 ",975,0.076741440377804,"san martin","mariscal caceres","campanilla"
"De 35 a 39 ",887,0.0698150334513971,"san martin","mariscal caceres","campanilla"
"De 40 a 44 ",819,0.0644628099173554,"san martin","mariscal caceres","campanilla"
"De 45 a 49 ",645,0.050767414403778,"san martin","mariscal caceres","campanilla"
"De 50 a 54 ",552,0.0434474616292798,"san martin","mariscal caceres","campanilla"
"De 55 a 59 ",426,0.033530106257379,"san martin","mariscal caceres","campanilla"
"De 60 a 64 ",330,0.025974025974026,"san martin","mariscal caceres","campanilla"
"De 65 a 69 ",187,0.0147186147186147,"san martin","mariscal caceres","campanilla"
"De 70 a 74 ",129,0.0101534828807556,"san martin","mariscal caceres","campanilla"
"De 75 a 79 ",95,0.00747737111373475,"san martin","mariscal caceres","campanilla"
"De 80 a 84 ",53,0.00417158598976781,"san martin","mariscal caceres","campanilla"
"De 85 a 89 ",23,0.00181031090121999,"san martin","mariscal caceres","campanilla"
"De 90 a 94 ",3,0.000236127508854782,"san martin","mariscal caceres","campanilla"
"De 95 a más",2,0.000157418339236521,"san martin","mariscal caceres","campanilla"
"De 0  a 4 ",1014,0.12093023255814,"san martin","mariscal caceres","huicungo"
"De 5  a 9 ",1113,0.132737030411449,"san martin","mariscal caceres","huicungo"
"De 10 a 14 ",1014,0.12093023255814,"san martin","mariscal caceres","huicungo"
"De 15 a 19 ",593,0.07072152653548,"san martin","mariscal caceres","huicungo"
"De 20 a 24 ",553,0.0659511031604055,"san martin","mariscal caceres","huicungo"
"De 25 a 29 ",611,0.0728682170542636,"san martin","mariscal caceres","huicungo"
"De 30 a 34 ",614,0.0732259988073942,"san martin","mariscal caceres","huicungo"
"De 35 a 39 ",586,0.069886702444842,"san martin","mariscal caceres","huicungo"
"De 40 a 44 ",483,0.057602862254025,"san martin","mariscal caceres","huicungo"
"De 45 a 49 ",444,0.0529516994633274,"san martin","mariscal caceres","huicungo"
"De 50 a 54 ",425,0.050685748360167,"san martin","mariscal caceres","huicungo"
"De 55 a 59 ",293,0.034943351222421,"san martin","mariscal caceres","huicungo"
"De 60 a 64 ",206,0.0245676803816339,"san martin","mariscal caceres","huicungo"
"De 65 a 69 ",172,0.0205128205128205,"san martin","mariscal caceres","huicungo"
"De 70 a 74 ",97,0.0115682766845558,"san martin","mariscal caceres","huicungo"
"De 75 a 79 ",75,0.00894454382826476,"san martin","mariscal caceres","huicungo"
"De 80 a 84 ",48,0.00572450805008945,"san martin","mariscal caceres","huicungo"
"De 85 a 89 ",31,0.00369707811568277,"san martin","mariscal caceres","huicungo"
"De 90 a 94 ",11,0.0013118664281455,"san martin","mariscal caceres","huicungo"
"De 95 a más",2,0.000238521168753727,"san martin","mariscal caceres","huicungo"
"De 0  a 4 ",659,0.1146685227075,"san martin","mariscal caceres","pachiza"
"De 5  a 9 ",721,0.125456760048721,"san martin","mariscal caceres","pachiza"
"De 10 a 14 ",683,0.118844614581521,"san martin","mariscal caceres","pachiza"
"De 15 a 19 ",384,0.0668174699843397,"san martin","mariscal caceres","pachiza"
"De 20 a 24 ",359,0.0624673742822342,"san martin","mariscal caceres","pachiza"
"De 25 a 29 ",415,0.0722115886549504,"san martin","mariscal caceres","pachiza"
"De 30 a 34 ",430,0.0748216460762137,"san martin","mariscal caceres","pachiza"
"De 35 a 39 ",413,0.071863580998782,"san martin","mariscal caceres","pachiza"
"De 40 a 44 ",375,0.0652514355315817,"san martin","mariscal caceres","pachiza"
"De 45 a 49 ",325,0.0565512441273708,"san martin","mariscal caceres","pachiza"
"De 50 a 54 ",275,0.0478510527231599,"san martin","mariscal caceres","pachiza"
"De 55 a 59 ",228,0.0396728728032017,"san martin","mariscal caceres","pachiza"
"De 60 a 64 ",157,0.0273186010092222,"san martin","mariscal caceres","pachiza"
"De 65 a 69 ",111,0.0193144249173482,"san martin","mariscal caceres","pachiza"
"De 70 a 74 ",83,0.0144423177309901,"san martin","mariscal caceres","pachiza"
"De 75 a 79 ",63,0.0109622411693057,"san martin","mariscal caceres","pachiza"
"De 80 a 84 ",30,0.00522011484252654,"san martin","mariscal caceres","pachiza"
"De 85 a 89 ",26,0.00452409953018966,"san martin","mariscal caceres","pachiza"
"De 90 a 94 ",7,0.00121802679658952,"san martin","mariscal caceres","pachiza"
"De 95 a más",3,0.000522011484252654,"san martin","mariscal caceres","pachiza"
"De 0  a 4 ",589,0.110196445275959,"san martin","mariscal caceres","pajarillo"
"De 5  a 9 ",640,0.119738072965388,"san martin","mariscal caceres","pajarillo"
"De 10 a 14 ",658,0.12310570626754,"san martin","mariscal caceres","pajarillo"
"De 15 a 19 ",405,0.0757717492984097,"san martin","mariscal caceres","pajarillo"
"De 20 a 24 ",376,0.0703461178671656,"san martin","mariscal caceres","pajarillo"
"De 25 a 29 ",375,0.0701590271281571,"san martin","mariscal caceres","pajarillo"
"De 30 a 34 ",384,0.0718428437792329,"san martin","mariscal caceres","pajarillo"
"De 35 a 39 ",370,0.0692235734331151,"san martin","mariscal caceres","pajarillo"
"De 40 a 44 ",350,0.0654817586529467,"san martin","mariscal caceres","pajarillo"
"De 45 a 49 ",272,0.05088868101029,"san martin","mariscal caceres","pajarillo"
"De 50 a 54 ",250,0.0467726847521048,"san martin","mariscal caceres","pajarillo"
"De 55 a 59 ",203,0.0379794200187091,"san martin","mariscal caceres","pajarillo"
"De 60 a 64 ",168,0.0314312441534144,"san martin","mariscal caceres","pajarillo"
"De 65 a 69 ",116,0.0217025257249766,"san martin","mariscal caceres","pajarillo"
"De 70 a 74 ",84,0.0157156220767072,"san martin","mariscal caceres","pajarillo"
"De 75 a 79 ",53,0.00991580916744621,"san martin","mariscal caceres","pajarillo"
"De 80 a 84 ",24,0.00449017773620206,"san martin","mariscal caceres","pajarillo"
"De 85 a 89 ",23,0.00430308699719364,"san martin","mariscal caceres","pajarillo"
"De 90 a 94 ",5,0.000935453695042095,"san martin","mariscal caceres","pajarillo"
"De 0  a 4 ",1006,0.0985984514358522,"san martin","picota","picota"
"De 5  a 9 ",1020,0.0999705968832696,"san martin","picota","picota"
"De 10 a 14 ",985,0.0965402332647261,"san martin","picota","picota"
"De 15 a 19 ",794,0.0778202489463883,"san martin","picota","picota"
"De 20 a 24 ",721,0.0706654905419975,"san martin","picota","picota"
"De 25 a 29 ",850,0.083308830736058,"san martin","picota","picota"
"De 30 a 34 ",759,0.0743898853278447,"san martin","picota","picota"
"De 35 a 39 ",694,0.0680192100362638,"san martin","picota","picota"
"De 40 a 44 ",672,0.0658629814760365,"san martin","picota","picota"
"De 45 a 49 ",658,0.064490836028619,"san martin","picota","picota"
"De 50 a 54 ",573,0.0561599529550132,"san martin","picota","picota"
"De 55 a 59 ",445,0.0436146231500539,"san martin","picota","picota"
"De 60 a 64 ",310,0.0303832206213859,"san martin","picota","picota"
"De 65 a 69 ",239,0.0234244829951975,"san martin","picota","picota"
"De 70 a 74 ",173,0.0169557973145153,"san martin","picota","picota"
"De 75 a 79 ",140,0.0137214544741743,"san martin","picota","picota"
"De 80 a 84 ",88,0.00862491424090954,"san martin","picota","picota"
"De 85 a 89 ",43,0.00421444673135352,"san martin","picota","picota"
"De 90 a 94 ",23,0.00225423894932863,"san martin","picota","picota"
"De 95 a más",10,0.000980103891012447,"san martin","picota","picota"
"De 0  a 4 ",286,0.0978112175102599,"san martin","picota","buenos aires"
"De 5  a 9 ",324,0.110807113543092,"san martin","picota","buenos aires"
"De 10 a 14 ",312,0.106703146374829,"san martin","picota","buenos aires"
"De 15 a 19 ",221,0.0755813953488372,"san martin","picota","buenos aires"
"De 20 a 24 ",212,0.0725034199726402,"san martin","picota","buenos aires"
"De 25 a 29 ",197,0.0673734610123119,"san martin","picota","buenos aires"
"De 30 a 34 ",193,0.0660054719562243,"san martin","picota","buenos aires"
"De 35 a 39 ",188,0.0642954856361149,"san martin","picota","buenos aires"
"De 40 a 44 ",181,0.0619015047879617,"san martin","picota","buenos aires"
"De 45 a 49 ",170,0.0581395348837209,"san martin","picota","buenos aires"
"De 50 a 54 ",151,0.0516415868673051,"san martin","picota","buenos aires"
"De 55 a 59 ",130,0.0444596443228454,"san martin","picota","buenos aires"
"De 60 a 64 ",109,0.0372777017783858,"san martin","picota","buenos aires"
"De 65 a 69 ",88,0.0300957592339261,"san martin","picota","buenos aires"
"De 70 a 74 ",65,0.0222298221614227,"san martin","picota","buenos aires"
"De 75 a 79 ",52,0.0177838577291382,"san martin","picota","buenos aires"
"De 80 a 84 ",29,0.00991792065663475,"san martin","picota","buenos aires"
"De 85 a 89 ",12,0.00410396716826265,"san martin","picota","buenos aires"
"De 90 a 94 ",4,0.00136798905608755,"san martin","picota","buenos aires"
"De 0  a 4 ",199,0.0936030103480715,"san martin","picota","caspisapa"
"De 5  a 9 ",232,0.109125117591722,"san martin","picota","caspisapa"
"De 10 a 14 ",234,0.110065851364064,"san martin","picota","caspisapa"
"De 15 a 19 ",166,0.0780809031044215,"san martin","picota","caspisapa"
"De 20 a 24 ",131,0.061618062088429,"san martin","picota","caspisapa"
"De 25 a 29 ",139,0.0653809971777987,"san martin","picota","caspisapa"
"De 30 a 34 ",147,0.0691439322671684,"san martin","picota","caspisapa"
"De 35 a 39 ",173,0.0813734713076199,"san martin","picota","caspisapa"
"De 40 a 44 ",156,0.0733772342427093,"san martin","picota","caspisapa"
"De 45 a 49 ",125,0.0587958607714017,"san martin","picota","caspisapa"
"De 50 a 54 ",98,0.0460959548447789,"san martin","picota","caspisapa"
"De 55 a 59 ",89,0.041862652869238,"san martin","picota","caspisapa"
"De 60 a 64 ",73,0.0343367826904986,"san martin","picota","caspisapa"
"De 65 a 69 ",52,0.0244590780809031,"san martin","picota","caspisapa"
"De 70 a 74 ",46,0.0216368767638758,"san martin","picota","caspisapa"
"De 75 a 79 ",33,0.01552210724365,"san martin","picota","caspisapa"
"De 80 a 84 ",18,0.00846660395108184,"san martin","picota","caspisapa"
"De 85 a 89 ",10,0.00470366886171214,"san martin","picota","caspisapa"
"De 90 a 94 ",4,0.00188146754468485,"san martin","picota","caspisapa"
"De 95 a más",1,0.000470366886171214,"san martin","picota","caspisapa"
"De 0  a 4 ",79,0.0913294797687861,"san martin","picota","pilluana"
"De 5  a 9 ",91,0.105202312138728,"san martin","picota","pilluana"
"De 10 a 14 ",75,0.0867052023121387,"san martin","picota","pilluana"
"De 15 a 19 ",52,0.0601156069364162,"san martin","picota","pilluana"
"De 20 a 24 ",39,0.0450867052023121,"san martin","picota","pilluana"
"De 25 a 29 ",57,0.0658959537572254,"san martin","picota","pilluana"
"De 30 a 34 ",44,0.0508670520231214,"san martin","picota","pilluana"
"De 35 a 39 ",50,0.0578034682080925,"san martin","picota","pilluana"
"De 40 a 44 ",44,0.0508670520231214,"san martin","picota","pilluana"
"De 45 a 49 ",62,0.0716763005780347,"san martin","picota","pilluana"
"De 50 a 54 ",51,0.0589595375722543,"san martin","picota","pilluana"
"De 55 a 59 ",48,0.0554913294797688,"san martin","picota","pilluana"
"De 60 a 64 ",41,0.0473988439306358,"san martin","picota","pilluana"
"De 65 a 69 ",42,0.0485549132947977,"san martin","picota","pilluana"
"De 70 a 74 ",23,0.0265895953757225,"san martin","picota","pilluana"
"De 75 a 79 ",33,0.038150289017341,"san martin","picota","pilluana"
"De 80 a 84 ",22,0.0254335260115607,"san martin","picota","pilluana"
"De 85 a 89 ",9,0.0104046242774566,"san martin","picota","pilluana"
"De 90 a 94 ",2,0.0023121387283237,"san martin","picota","pilluana"
"De 95 a más",1,0.00115606936416185,"san martin","picota","pilluana"
"De 0  a 4 ",291,0.0979468192527768,"san martin","picota","pucacaca"
"De 5  a 9 ",266,0.0895321440592393,"san martin","picota","pucacaca"
"De 10 a 14 ",236,0.0794345338269943,"san martin","picota","pucacaca"
"De 15 a 19 ",198,0.0666442275328172,"san martin","picota","pucacaca"
"De 20 a 24 ",194,0.0652978795018512,"san martin","picota","pucacaca"
"De 25 a 29 ",206,0.0693369235947492,"san martin","picota","pucacaca"
"De 30 a 34 ",194,0.0652978795018512,"san martin","picota","pucacaca"
"De 35 a 39 ",199,0.0669808145405587,"san martin","picota","pucacaca"
"De 40 a 44 ",178,0.0599124873779872,"san martin","picota","pucacaca"
"De 45 a 49 ",174,0.0585661393470212,"san martin","picota","pucacaca"
"De 50 a 54 ",189,0.0636149444631437,"san martin","picota","pucacaca"
"De 55 a 59 ",174,0.0585661393470212,"san martin","picota","pucacaca"
"De 60 a 64 ",155,0.0521709861999327,"san martin","picota","pucacaca"
"De 65 a 69 ",89,0.0299562436889936,"san martin","picota","pucacaca"
"De 70 a 74 ",78,0.0262537866038371,"san martin","picota","pucacaca"
"De 75 a 79 ",68,0.0228879165264221,"san martin","picota","pucacaca"
"De 80 a 84 ",49,0.0164927633793336,"san martin","picota","pucacaca"
"De 85 a 89 ",23,0.00774150117805453,"san martin","picota","pucacaca"
"De 90 a 94 ",8,0.00269269606193201,"san martin","picota","pucacaca"
"De 95 a más",2,0.000673174015483002,"san martin","picota","pucacaca"
"De 0  a 4 ",128,0.10738255033557,"san martin","picota","san cristobal"
"De 5  a 9 ",123,0.103187919463087,"san martin","picota","san cristobal"
"De 10 a 14 ",134,0.11241610738255,"san martin","picota","san cristobal"
"De 15 a 19 ",97,0.0813758389261745,"san martin","picota","san cristobal"
"De 20 a 24 ",108,0.0906040268456376,"san martin","picota","san cristobal"
"De 25 a 29 ",81,0.0679530201342282,"san martin","picota","san cristobal"
"De 30 a 34 ",80,0.0671140939597315,"san martin","picota","san cristobal"
"De 35 a 39 ",74,0.0620805369127517,"san martin","picota","san cristobal"
"De 40 a 44 ",80,0.0671140939597315,"san martin","picota","san cristobal"
"De 45 a 49 ",58,0.0486577181208054,"san martin","picota","san cristobal"
"De 50 a 54 ",71,0.0595637583892617,"san martin","picota","san cristobal"
"De 55 a 59 ",34,0.0285234899328859,"san martin","picota","san cristobal"
"De 60 a 64 ",29,0.0243288590604027,"san martin","picota","san cristobal"
"De 65 a 69 ",38,0.0318791946308725,"san martin","picota","san cristobal"
"De 70 a 74 ",28,0.023489932885906,"san martin","picota","san cristobal"
"De 75 a 79 ",17,0.014261744966443,"san martin","picota","san cristobal"
"De 80 a 84 ",7,0.00587248322147651,"san martin","picota","san cristobal"
"De 85 a 89 ",4,0.00335570469798658,"san martin","picota","san cristobal"
"De 90 a 94 ",1,0.000838926174496644,"san martin","picota","san cristobal"
"De 0  a 4 ",416,0.105449936628644,"san martin","picota","san hilarion"
"De 5  a 9 ",442,0.112040557667934,"san martin","picota","san hilarion"
"De 10 a 14 ",405,0.102661596958175,"san martin","picota","san hilarion"
"De 15 a 19 ",308,0.0780735107731305,"san martin","picota","san hilarion"
"De 20 a 24 ",295,0.0747782002534854,"san martin","picota","san hilarion"
"De 25 a 29 ",301,0.0762991128010139,"san martin","picota","san hilarion"
"De 30 a 34 ",302,0.076552598225602,"san martin","picota","san hilarion"
"De 35 a 39 ",295,0.0747782002534854,"san martin","picota","san hilarion"
"De 40 a 44 ",295,0.0747782002534854,"san martin","picota","san hilarion"
"De 45 a 49 ",237,0.0600760456273764,"san martin","picota","san hilarion"
"De 50 a 54 ",208,0.0527249683143219,"san martin","picota","san hilarion"
"De 55 a 59 ",142,0.0359949302915082,"san martin","picota","san hilarion"
"De 60 a 64 ",88,0.0223067173637516,"san martin","picota","san hilarion"
"De 65 a 69 ",73,0.0185044359949303,"san martin","picota","san hilarion"
"De 70 a 74 ",57,0.0144486692015209,"san martin","picota","san hilarion"
"De 75 a 79 ",47,0.0119138149556401,"san martin","picota","san hilarion"
"De 80 a 84 ",19,0.00481622306717364,"san martin","picota","san hilarion"
"De 85 a 89 ",12,0.00304182509505703,"san martin","picota","san hilarion"
"De 90 a 94 ",2,0.000506970849176172,"san martin","picota","san hilarion"
"De 95 a más",1,0.000253485424588086,"san martin","picota","san hilarion"
"De 0  a 4 ",1110,0.129763853168108,"san martin","picota","shamboyacu"
"De 5  a 9 ",1249,0.146013560907178,"san martin","picota","shamboyacu"
"De 10 a 14 ",1107,0.129413140051438,"san martin","picota","shamboyacu"
"De 15 a 19 ",714,0.0834697217675941,"san martin","picota","shamboyacu"
"De 20 a 24 ",549,0.0641805003507131,"san martin","picota","shamboyacu"
"De 25 a 29 ",652,0.0762216506897358,"san martin","picota","shamboyacu"
"De 30 a 34 ",656,0.0766892681786299,"san martin","picota","shamboyacu"
"De 35 a 39 ",573,0.0669862052840776,"san martin","picota","shamboyacu"
"De 40 a 44 ",496,0.0579845686228665,"san martin","picota","shamboyacu"
"De 45 a 49 ",383,0.0447743745616086,"san martin","picota","shamboyacu"
"De 50 a 54 ",330,0.038578442833762,"san martin","picota","shamboyacu"
"De 55 a 59 ",227,0.0265372924947393,"san martin","picota","shamboyacu"
"De 60 a 64 ",179,0.0209258826280103,"san martin","picota","shamboyacu"
"De 65 a 69 ",118,0.0137947159223755,"san martin","picota","shamboyacu"
"De 70 a 74 ",84,0.00981996726677578,"san martin","picota","shamboyacu"
"De 75 a 79 ",67,0.00783259293897592,"san martin","picota","shamboyacu"
"De 80 a 84 ",35,0.00409165302782324,"san martin","picota","shamboyacu"
"De 85 a 89 ",19,0.0022211830722469,"san martin","picota","shamboyacu"
"De 90 a 94 ",5,0.000584521861117606,"san martin","picota","shamboyacu"
"De 95 a más",1,0.000116904372223521,"san martin","picota","shamboyacu"
"De 0  a 4 ",388,0.100103199174407,"san martin","picota","tingo de ponasa"
"De 5  a 9 ",425,0.109649122807018,"san martin","picota","tingo de ponasa"
"De 10 a 14 ",429,0.110681114551084,"san martin","picota","tingo de ponasa"
"De 15 a 19 ",292,0.0753353973168215,"san martin","picota","tingo de ponasa"
"De 20 a 24 ",250,0.064499484004128,"san martin","picota","tingo de ponasa"
"De 25 a 29 ",263,0.0678534571723426,"san martin","picota","tingo de ponasa"
"De 30 a 34 ",261,0.0673374613003096,"san martin","picota","tingo de ponasa"
"De 35 a 39 ",299,0.077141382868937,"san martin","picota","tingo de ponasa"
"De 40 a 44 ",238,0.0614035087719298,"san martin","picota","tingo de ponasa"
"De 45 a 49 ",231,0.0595975232198142,"san martin","picota","tingo de ponasa"
"De 50 a 54 ",229,0.0590815273477812,"san martin","picota","tingo de ponasa"
"De 55 a 59 ",183,0.0472136222910217,"san martin","picota","tingo de ponasa"
"De 60 a 64 ",136,0.0350877192982456,"san martin","picota","tingo de ponasa"
"De 65 a 69 ",89,0.0229618163054696,"san martin","picota","tingo de ponasa"
"De 70 a 74 ",78,0.0201238390092879,"san martin","picota","tingo de ponasa"
"De 75 a 79 ",37,0.00954592363261094,"san martin","picota","tingo de ponasa"
"De 80 a 84 ",20,0.00515995872033024,"san martin","picota","tingo de ponasa"
"De 85 a 89 ",22,0.00567595459236326,"san martin","picota","tingo de ponasa"
"De 90 a 94 ",5,0.00128998968008256,"san martin","picota","tingo de ponasa"
"De 95 a más",1,0.000257997936016512,"san martin","picota","tingo de ponasa"
"De 0  a 4 ",364,0.0935973257906917,"san martin","picota","tres unidos"
"De 5  a 9 ",516,0.132681923373618,"san martin","picota","tres unidos"
"De 10 a 14 ",453,0.116482386217537,"san martin","picota","tres unidos"
"De 15 a 19 ",286,0.0735407559784006,"san martin","picota","tres unidos"
"De 20 a 24 ",239,0.0614553869889432,"san martin","picota","tres unidos"
"De 25 a 29 ",296,0.0761121110825405,"san martin","picota","tres unidos"
"De 30 a 34 ",259,0.0665980971972229,"san martin","picota","tres unidos"
"De 35 a 39 ",260,0.0668552327076369,"san martin","picota","tres unidos"
"De 40 a 44 ",263,0.0676266392388789,"san martin","picota","tres unidos"
"De 45 a 49 ",210,0.0539984571869375,"san martin","picota","tres unidos"
"De 50 a 54 ",192,0.0493700179994857,"san martin","picota","tres unidos"
"De 55 a 59 ",161,0.0413988171766521,"san martin","picota","tres unidos"
"De 60 a 64 ",127,0.0326562098225765,"san martin","picota","tres unidos"
"De 65 a 69 ",97,0.0249421445101569,"san martin","picota","tres unidos"
"De 70 a 74 ",71,0.0182566212393932,"san martin","picota","tres unidos"
"De 75 a 79 ",44,0.0113139624582155,"san martin","picota","tres unidos"
"De 80 a 84 ",34,0.0087426073540756,"san martin","picota","tres unidos"
"De 85 a 89 ",13,0.00334276163538185,"san martin","picota","tres unidos"
"De 90 a 94 ",3,0.000771406531241965,"san martin","picota","tres unidos"
"De 95 a más",1,0.000257135510413988,"san martin","picota","tres unidos"
"De 0  a 4 ",2439,0.0955683554719643,"san martin","rioja","rioja"
"De 5  a 9 ",2476,0.0970181419223385,"san martin","rioja","rioja"
"De 10 a 14 ",2300,0.0901218604286666,"san martin","rioja","rioja"
"De 15 a 19 ",2110,0.0826770110889072,"san martin","rioja","rioja"
"De 20 a 24 ",1994,0.0781317346498962,"san martin","rioja","rioja"
"De 25 a 29 ",2017,0.0790329532541828,"san martin","rioja","rioja"
"De 30 a 34 ",1950,0.0764076642764782,"san martin","rioja","rioja"
"De 35 a 39 ",1896,0.0742917597272834,"san martin","rioja","rioja"
"De 40 a 44 ",1687,0.0661024254535481,"san martin","rioja","rioja"
"De 45 a 49 ",1469,0.0575604404216136,"san martin","rioja","rioja"
"De 50 a 54 ",1359,0.0532502644880686,"san martin","rioja","rioja"
"De 55 a 59 ",1100,0.0431017593354492,"san martin","rioja","rioja"
"De 60 a 64 ",803,0.0314642843148779,"san martin","rioja","rioja"
"De 65 a 69 ",621,0.02433290231574,"san martin","rioja","rioja"
"De 70 a 74 ",508,0.019905176129462,"san martin","rioja","rioja"
"De 75 a 79 ",368,0.0144194976685867,"san martin","rioja","rioja"
"De 80 a 84 ",247,0.00967830414168724,"san martin","rioja","rioja"
"De 85 a 89 ",115,0.00450609302143333,"san martin","rioja","rioja"
"De 90 a 94 ",49,0.00191998746130638,"san martin","rioja","rioja"
"De 95 a más",13,0.000509384428509855,"san martin","rioja","rioja"
"De 0  a 4 ",991,0.132504345500735,"san martin","rioja","awajun"
"De 5  a 9 ",1061,0.141863885546196,"san martin","rioja","awajun"
"De 10 a 14 ",959,0.128225698622811,"san martin","rioja","awajun"
"De 15 a 19 ",687,0.0918572001604493,"san martin","rioja","awajun"
"De 20 a 24 ",582,0.0778178900922583,"san martin","rioja","awajun"
"De 25 a 29 ",557,0.0744751972188795,"san martin","rioja","awajun"
"De 30 a 34 ",547,0.073138120069528,"san martin","rioja","awajun"
"De 35 a 39 ",506,0.0676561037571868,"san martin","rioja","awajun"
"De 40 a 44 ",430,0.0574943174221153,"san martin","rioja","awajun"
"De 45 a 49 ",341,0.0455943307928868,"san martin","rioja","awajun"
"De 50 a 54 ",277,0.037037037037037,"san martin","rioja","awajun"
"De 55 a 59 ",164,0.0219280652493649,"san martin","rioja","awajun"
"De 60 a 64 ",129,0.0172482952266346,"san martin","rioja","awajun"
"De 65 a 69 ",112,0.014975264072737,"san martin","rioja","awajun"
"De 70 a 74 ",66,0.00882470918572002,"san martin","rioja","awajun"
"De 75 a 79 ",33,0.00441235459286001,"san martin","rioja","awajun"
"De 80 a 84 ",25,0.00334269287337879,"san martin","rioja","awajun"
"De 85 a 89 ",7,0.000935954004546062,"san martin","rioja","awajun"
"De 90 a 94 ",3,0.000401123144805455,"san martin","rioja","awajun"
"De 95 a más",2,0.000267415429870304,"san martin","rioja","awajun"
"De 0  a 4 ",2181,0.123492440971632,"san martin","rioja","elias soplin vargas"
"De 5  a 9 ",2346,0.132835060302361,"san martin","rioja","elias soplin vargas"
"De 10 a 14 ",2356,0.133401279655739,"san martin","rioja","elias soplin vargas"
"De 15 a 19 ",1850,0.104750580374837,"san martin","rioja","elias soplin vargas"
"De 20 a 24 ",1373,0.0777419172187305,"san martin","rioja","elias soplin vargas"
"De 25 a 29 ",1179,0.0667572617632071,"san martin","rioja","elias soplin vargas"
"De 30 a 34 ",1175,0.0665307740218561,"san martin","rioja","elias soplin vargas"
"De 35 a 39 ",1100,0.0622841288715248,"san martin","rioja","elias soplin vargas"
"De 40 a 44 ",969,0.0548666553422796,"san martin","rioja","elias soplin vargas"
"De 45 a 49 ",791,0.0447879508521601,"san martin","rioja","elias soplin vargas"
"De 50 a 54 ",624,0.0353320876507559,"san martin","rioja","elias soplin vargas"
"De 55 a 59 ",471,0.0266689315440802,"san martin","rioja","elias soplin vargas"
"De 60 a 64 ",389,0.0220259328463847,"san martin","rioja","elias soplin vargas"
"De 65 a 69 ",307,0.0173829341486892,"san martin","rioja","elias soplin vargas"
"De 70 a 74 ",234,0.0132495328690335,"san martin","rioja","elias soplin vargas"
"De 75 a 79 ",168,0.00951248513674197,"san martin","rioja","elias soplin vargas"
"De 80 a 84 ",85,0.00481286450370874,"san martin","rioja","elias soplin vargas"
"De 85 a 89 ",41,0.00232149934884774,"san martin","rioja","elias soplin vargas"
"De 90 a 94 ",20,0.001132438706755,"san martin","rioja","elias soplin vargas"
"De 95 a más",2,0.0001132438706755,"san martin","rioja","elias soplin vargas"
"De 0  a 4 ",4538,0.104379427730242,"san martin","rioja","nueva cajamarca"
"De 5  a 9 ",4847,0.11148679731346,"san martin","rioja","nueva cajamarca"
"De 10 a 14 ",4699,0.108082620296255,"san martin","rioja","nueva cajamarca"
"De 15 a 19 ",4115,0.0946499217959334,"san martin","rioja","nueva cajamarca"
"De 20 a 24 ",3749,0.0862314840371699,"san martin","rioja","nueva cajamarca"
"De 25 a 29 ",3259,0.0749608979666943,"san martin","rioja","nueva cajamarca"
"De 30 a 34 ",3421,0.0786870917287699,"san martin","rioja","nueva cajamarca"
"De 35 a 39 ",3220,0.0740638513202687,"san martin","rioja","nueva cajamarca"
"De 40 a 44 ",2842,0.0653693992087588,"san martin","rioja","nueva cajamarca"
"De 45 a 49 ",2244,0.0516146839635661,"san martin","rioja","nueva cajamarca"
"De 50 a 54 ",1931,0.044415309596099,"san martin","rioja","nueva cajamarca"
"De 55 a 59 ",1377,0.0316726469776428,"san martin","rioja","nueva cajamarca"
"De 60 a 64 ",1098,0.0252553132762904,"san martin","rioja","nueva cajamarca"
